resource,provenance,product,is_iam,schema_callee,file_path:line
google_compute_network_firewall_policy_rule,Generated,compute,false,compute.ResourceComputeNetworkFirewallPolicyRule,google-beta/provider/provider_mmv1_resources.go:935
google_compute_network_firewall_policy_with_rules,Generated,compute,false,compute.ResourceComputeNetworkFirewallPolicyWithRules,google-beta/provider/provider_mmv1_resources.go:936
google_compute_network_peering_routes_config,Generated,compute,false,compute.ResourceComputeNetworkPeeringRoutesConfig,google-beta/provider/provider_mmv1_resources.go:937
google_compute_node_group,Generated,compute,false,compute.ResourceComputeNodeGroup,google-beta/provider/provider_mmv1_resources.go:938
google_compute_node_template,Generated,compute,false,compute.ResourceComputeNodeTemplate,google-beta/provider/provider_mmv1_resources.go:939
google_compute_organization_security_policy,Generated,compute,false,compute.ResourceComputeOrganizationSecurityPolicy,google-beta/provider/provider_mmv1_resources.go:940
google_compute_organization_security_policy_association,Generated,compute,false,compute.ResourceComputeOrganizationSecurityPolicyAssociation,google-beta/provider/provider_mmv1_resources.go:941
google_compute_organization_security_policy_rule,Generated,compute,false,compute.ResourceComputeOrganizationSecurityPolicyRule,google-beta/provider/provider_mmv1_resources.go:942
google_compute_packet_mirroring,Generated,compute,false,compute.ResourceComputePacketMirroring,google-beta/provider/provider_mmv1_resources.go:943
google_compute_per_instance_config,Generated,compute,false,compute.ResourceComputePerInstanceConfig,google-beta/provider/provider_mmv1_resources.go:944
google_compute_preview_feature,Generated,compute,false,compute.ResourceComputePreviewFeature,google-beta/provider/provider_mmv1_resources.go:945
google_compute_project_cloud_armor_tier,Generated,compute,false,compute.ResourceComputeProjectCloudArmorTier,google-beta/provider/provider_mmv1_resources.go:946
google_compute_public_advertised_prefix,Generated,compute,false,compute.ResourceComputePublicAdvertisedPrefix,google-beta/provider/provider_mmv1_resources.go:947
google_compute_public_delegated_prefix,Generated,compute,false,compute.ResourceComputePublicDelegatedPrefix,google-beta/provider/provider_mmv1_resources.go:948
google_compute_region_autoscaler,Generated,compute,false,compute.ResourceComputeRegionAutoscaler,google-beta/provider/provider_mmv1_resources.go:949
google_compute_region_backend_service,Generated,compute,false,compute.ResourceComputeRegionBackendService,google-beta/provider/provider_mmv1_resources.go:950
google_compute_region_backend_service_iam_binding,Generated,compute,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:951
google_compute_region_backend_service_iam_member,Generated,compute,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:952
google_compute_region_backend_service_iam_policy,Generated,compute,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:953
google_compute_region_commitment,Generated,compute,false,compute.ResourceComputeRegionCommitment,google-beta/provider/provider_mmv1_resources.go:954
google_compute_region_disk,Generated,compute,false,compute.ResourceComputeRegionDisk,google-beta/provider/provider_mmv1_resources.go:955
google_compute_region_disk_iam_binding,Generated,compute,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:956
google_compute_region_disk_iam_member,Generated,compute,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:957
google_compute_region_disk_iam_policy,Generated,compute,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:958
google_compute_region_disk_resource_policy_attachment,Generated,compute,false,compute.ResourceComputeRegionDiskResourcePolicyAttachment,google-beta/provider/provider_mmv1_resources.go:959
google_compute_region_health_check,Generated,compute,false,compute.ResourceComputeRegionHealthCheck,google-beta/provider/provider_mmv1_resources.go:960
google_compute_region_network_endpoint,Generated,compute,false,compute.ResourceComputeRegionNetworkEndpoint,google-beta/provider/provider_mmv1_resources.go:961
google_compute_region_network_endpoint_group,Generated,compute,false,compute.ResourceComputeRegionNetworkEndpointGroup,google-beta/provider/provider_mmv1_resources.go:962
google_compute_region_network_firewall_policy,Generated,compute,false,compute.ResourceComputeRegionNetworkFirewallPolicy,google-beta/provider/provider_mmv1_resources.go:963
google_compute_region_network_firewall_policy_association,Generated,compute,false,compute.ResourceComputeRegionNetworkFirewallPolicyAssociation,google-beta/provider/provider_mmv1_resources.go:964
google_compute_region_network_firewall_policy_rule,Generated,compute,false,compute.ResourceComputeRegionNetworkFirewallPolicyRule,google-beta/provider/provider_mmv1_resources.go:965
google_compute_region_network_firewall_policy_with_rules,Generated,compute,false,compute.ResourceComputeRegionNetworkFirewallPolicyWithRules,google-beta/provider/provider_mmv1_resources.go:966
google_compute_region_per_instance_config,Generated,compute,false,compute.ResourceComputeRegionPerInstanceConfig,google-beta/provider/provider_mmv1_resources.go:967
google_compute_region_resize_request,Generated,compute,false,compute.ResourceComputeRegionResizeRequest,google-beta/provider/provider_mmv1_resources.go:968
google_compute_region_security_policy,Generated,compute,false,compute.ResourceComputeRegionSecurityPolicy,google-beta/provider/provider_mmv1_resources.go:969
google_compute_region_security_policy_rule,Generated,compute,false,compute.ResourceComputeRegionSecurityPolicyRule,google-beta/provider/provider_mmv1_resources.go:970
google_compute_region_ssl_certificate,Generated,compute,false,compute.ResourceComputeRegionSslCertificate,google-beta/provider/provider_mmv1_resources.go:971
google_compute_region_ssl_policy,Generated,compute,false,compute.ResourceComputeRegionSslPolicy,google-beta/provider/provider_mmv1_resources.go:972
google_compute_region_target_http_proxy,Generated,compute,false,compute.ResourceComputeRegionTargetHttpProxy,google-beta/provider/provider_mmv1_resources.go:973
google_compute_region_target_https_proxy,Generated,compute,false,compute.ResourceComputeRegionTargetHttpsProxy,google-beta/provider/provider_mmv1_resources.go:974
google_compute_region_target_tcp_proxy,Generated,compute,false,compute.ResourceComputeRegionTargetTcpProxy,google-beta/provider/provider_mmv1_resources.go:975
google_compute_region_url_map,Generated,compute,false,compute.ResourceComputeRegionUrlMap,google-beta/provider/provider_mmv1_resources.go:976
google_compute_reservation,Generated,compute,false,compute.ResourceComputeReservation,google-beta/provider/provider_mmv1_resources.go:977
google_compute_resize_request,Generated,compute,false,compute.ResourceComputeResizeRequest,google-beta/provider/provider_mmv1_resources.go:978
google_compute_resource_policy,Generated,compute,false,compute.ResourceComputeResourcePolicy,google-beta/provider/provider_mmv1_resources.go:979
google_compute_resource_policy_attachment,Generated,compute,false,compute.ResourceComputeResourcePolicyAttachment,google-beta/provider/provider_mmv1_resources.go:980
google_compute_route,Generated,compute,false,compute.ResourceComputeRoute,google-beta/provider/provider_mmv1_resources.go:981
google_compute_router,Generated,compute,false,compute.ResourceComputeRouter,google-beta/provider/provider_mmv1_resources.go:982
google_compute_router_nat,Generated,compute,false,compute.ResourceComputeRouterNat,google-beta/provider/provider_mmv1_resources.go:983
google_compute_router_nat_address,Generated,compute,false,compute.ResourceComputeRouterNatAddress,google-beta/provider/provider_mmv1_resources.go:984
google_compute_router_route_policy,Generated,compute,false,compute.ResourceComputeRouterRoutePolicy,google-beta/provider/provider_mmv1_resources.go:985
google_compute_security_policy_rule,Generated,compute,false,compute.ResourceComputeSecurityPolicyRule,google-beta/provider/provider_mmv1_resources.go:986
google_compute_service_attachment,Generated,compute,false,compute.ResourceComputeServiceAttachment,google-beta/provider/provider_mmv1_resources.go:987
google_compute_snapshot,Generated,compute,false,compute.ResourceComputeSnapshot,google-beta/provider/provider_mmv1_resources.go:988
google_compute_snapshot_iam_binding,Generated,compute,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:989
google_compute_snapshot_iam_member,Generated,compute,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:990
google_compute_snapshot_iam_policy,Generated,compute,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:991
google_compute_snapshot_settings,Generated,compute,false,compute.ResourceComputeSnapshotSettings,google-beta/provider/provider_mmv1_resources.go:992
google_compute_ssl_certificate,Generated,compute,false,compute.ResourceComputeSslCertificate,google-beta/provider/provider_mmv1_resources.go:993
google_compute_ssl_policy,Generated,compute,false,compute.ResourceComputeSslPolicy,google-beta/provider/provider_mmv1_resources.go:994
google_compute_storage_pool,Generated,compute,false,compute.ResourceComputeStoragePool,google-beta/provider/provider_mmv1_resources.go:995
google_compute_storage_pool_iam_binding,Generated,compute,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:996
google_compute_storage_pool_iam_member,Generated,compute,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:997
google_compute_storage_pool_iam_policy,Generated,compute,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:998
google_compute_subnetwork,Generated,compute,false,compute.ResourceComputeSubnetwork,google-beta/provider/provider_mmv1_resources.go:999
google_compute_subnetwork_iam_binding,Generated,compute,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1000
google_compute_subnetwork_iam_member,Generated,compute,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1001
google_compute_subnetwork_iam_policy,Generated,compute,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1002
google_compute_target_grpc_proxy,Generated,compute,false,compute.ResourceComputeTargetGrpcProxy,google-beta/provider/provider_mmv1_resources.go:1003
google_compute_target_http_proxy,Generated,compute,false,compute.ResourceComputeTargetHttpProxy,google-beta/provider/provider_mmv1_resources.go:1004
google_compute_target_https_proxy,Generated,compute,false,compute.ResourceComputeTargetHttpsProxy,google-beta/provider/provider_mmv1_resources.go:1005
google_compute_target_instance,Generated,compute,false,compute.ResourceComputeTargetInstance,google-beta/provider/provider_mmv1_resources.go:1006
google_compute_target_ssl_proxy,Generated,compute,false,compute.ResourceComputeTargetSslProxy,google-beta/provider/provider_mmv1_resources.go:1007
google_compute_target_tcp_proxy,Generated,compute,false,compute.ResourceComputeTargetTcpProxy,google-beta/provider/provider_mmv1_resources.go:1008
google_compute_url_map,Generated,compute,false,compute.ResourceComputeUrlMap,google-beta/provider/provider_mmv1_resources.go:1009
google_compute_vpn_gateway,Generated,compute,false,compute.ResourceComputeVpnGateway,google-beta/provider/provider_mmv1_resources.go:1010
google_compute_vpn_tunnel,Generated,compute,false,compute.ResourceComputeVpnTunnel,google-beta/provider/provider_mmv1_resources.go:1011
google_compute_wire_group,Generated,compute,false,compute.ResourceComputeWireGroup,google-beta/provider/provider_mmv1_resources.go:1012
google_contact_center_insights_analysis_rule,Generated,contactcenterinsights,false,contactcenterinsights.ResourceContactCenterInsightsAnalysisRule,google-beta/provider/provider_mmv1_resources.go:1013
google_contact_center_insights_view,Generated,contactcenterinsights,false,contactcenterinsights.ResourceContactCenterInsightsView,google-beta/provider/provider_mmv1_resources.go:1014
google_container_analysis_note,Generated,containeranalysis,false,containeranalysis.ResourceContainerAnalysisNote,google-beta/provider/provider_mmv1_resources.go:1015
google_container_analysis_note_iam_binding,Generated,containeranalysis,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1016
google_container_analysis_note_iam_member,Generated,containeranalysis,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1017
google_container_analysis_note_iam_policy,Generated,containeranalysis,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1018
google_container_analysis_occurrence,Generated,containeranalysis,false,containeranalysis.ResourceContainerAnalysisOccurrence,google-beta/provider/provider_mmv1_resources.go:1019
google_container_attached_cluster,Generated,containerattached,false,containerattached.ResourceContainerAttachedCluster,google-beta/provider/provider_mmv1_resources.go:1020
google_billing_project_info,Generated,corebilling,false,corebilling.ResourceCoreBillingProjectInfo,google-beta/provider/provider_mmv1_resources.go:1021
google_database_migration_service_connection_profile,Generated,databasemigrationservice,false,databasemigrationservice.ResourceDatabaseMigrationServiceConnectionProfile,google-beta/provider/provider_mmv1_resources.go:1022
google_database_migration_service_migration_job,Generated,databasemigrationservice,false,databasemigrationservice.ResourceDatabaseMigrationServiceMigrationJob,google-beta/provider/provider_mmv1_resources.go:1023
google_database_migration_service_private_connection,Generated,databasemigrationservice,false,databasemigrationservice.ResourceDatabaseMigrationServicePrivateConnection,google-beta/provider/provider_mmv1_resources.go:1024
google_data_catalog_entry,Generated,datacatalog,false,datacatalog.ResourceDataCatalogEntry,google-beta/provider/provider_mmv1_resources.go:1025
google_data_catalog_entry_group,Generated,datacatalog,false,datacatalog.ResourceDataCatalogEntryGroup,google-beta/provider/provider_mmv1_resources.go:1026
google_data_catalog_entry_group_iam_binding,Generated,datacatalog,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1027
google_data_catalog_entry_group_iam_member,Generated,datacatalog,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1028
google_data_catalog_entry_group_iam_policy,Generated,datacatalog,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1029
google_data_catalog_policy_tag,Generated,datacatalog,false,datacatalog.ResourceDataCatalogPolicyTag,google-beta/provider/provider_mmv1_resources.go:1030
google_data_catalog_policy_tag_iam_binding,Generated,datacatalog,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1031
google_data_catalog_policy_tag_iam_member,Generated,datacatalog,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1032
google_data_catalog_policy_tag_iam_policy,Generated,datacatalog,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1033
google_data_catalog_tag,Generated,datacatalog,false,datacatalog.ResourceDataCatalogTag,google-beta/provider/provider_mmv1_resources.go:1034
google_data_catalog_tag_template,Generated,datacatalog,false,datacatalog.ResourceDataCatalogTagTemplate,google-beta/provider/provider_mmv1_resources.go:1035
google_data_catalog_tag_template_iam_binding,Generated,datacatalog,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1036
google_data_catalog_tag_template_iam_member,Generated,datacatalog,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1037
google_data_catalog_tag_template_iam_policy,Generated,datacatalog,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1038
google_data_catalog_taxonomy,Generated,datacatalog,false,datacatalog.ResourceDataCatalogTaxonomy,google-beta/provider/provider_mmv1_resources.go:1039
google_data_catalog_taxonomy_iam_binding,Generated,datacatalog,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1040
google_data_catalog_taxonomy_iam_member,Generated,datacatalog,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1041
google_data_catalog_taxonomy_iam_policy,Generated,datacatalog,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1042
google_dataform_repository,Generated,dataform,false,dataform.ResourceDataformRepository,google-beta/provider/provider_mmv1_resources.go:1043
google_dataform_repository_iam_binding,Generated,dataform,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1044
google_dataform_repository_iam_member,Generated,dataform,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1045
google_dataform_repository_iam_policy,Generated,dataform,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1046
google_dataform_repository_release_config,Generated,dataform,false,dataform.ResourceDataformRepositoryReleaseConfig,google-beta/provider/provider_mmv1_resources.go:1047
google_dataform_repository_workflow_config,Generated,dataform,false,dataform.ResourceDataformRepositoryWorkflowConfig,google-beta/provider/provider_mmv1_resources.go:1048
google_data_fusion_instance,Generated,datafusion,false,datafusion.ResourceDataFusionInstance,google-beta/provider/provider_mmv1_resources.go:1049
google_data_fusion_instance_iam_binding,Generated,datafusion,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1050
google_data_fusion_instance_iam_member,Generated,datafusion,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1051
google_data_fusion_instance_iam_policy,Generated,datafusion,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1052
google_data_loss_prevention_deidentify_template,Generated,datalossprevention,false,datalossprevention.ResourceDataLossPreventionDeidentifyTemplate,google-beta/provider/provider_mmv1_resources.go:1053
google_data_loss_prevention_discovery_config,Generated,datalossprevention,false,datalossprevention.ResourceDataLossPreventionDiscoveryConfig,google-beta/provider/provider_mmv1_resources.go:1054
google_data_loss_prevention_inspect_template,Generated,datalossprevention,false,datalossprevention.ResourceDataLossPreventionInspectTemplate,google-beta/provider/provider_mmv1_resources.go:1055
google_data_loss_prevention_job_trigger,Generated,datalossprevention,false,datalossprevention.ResourceDataLossPreventionJobTrigger,google-beta/provider/provider_mmv1_resources.go:1056
google_data_loss_prevention_stored_info_type,Generated,datalossprevention,false,datalossprevention.ResourceDataLossPreventionStoredInfoType,google-beta/provider/provider_mmv1_resources.go:1057
google_data_pipeline_pipeline,Generated,datapipeline,false,datapipeline.ResourceDataPipelinePipeline,google-beta/provider/provider_mmv1_resources.go:1058
google_dataplex_aspect_type,Generated,dataplex,false,dataplex.ResourceDataplexAspectType,google-beta/provider/provider_mmv1_resources.go:1059
google_dataplex_aspect_type_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1060
google_dataplex_aspect_type_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1061
google_dataplex_aspect_type_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1062
google_dataplex_asset_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1063
google_dataplex_asset_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1064
google_dataplex_asset_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1065
google_dataplex_datascan,Generated,dataplex,false,dataplex.ResourceDataplexDatascan,google-beta/provider/provider_mmv1_resources.go:1066
google_dataplex_datascan_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1067
google_dataplex_datascan_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1068
google_dataplex_datascan_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1069
google_dataplex_entry,Generated,dataplex,false,dataplex.ResourceDataplexEntry,google-beta/provider/provider_mmv1_resources.go:1070
google_dataplex_entry_group,Generated,dataplex,false,dataplex.ResourceDataplexEntryGroup,google-beta/provider/provider_mmv1_resources.go:1071
google_dataplex_entry_group_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1072
google_dataplex_entry_group_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1073
google_dataplex_entry_group_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1074
google_dataplex_entry_link,Generated,dataplex,false,dataplex.ResourceDataplexEntryLink,google-beta/provider/provider_mmv1_resources.go:1075
google_dataplex_entry_type,Generated,dataplex,false,dataplex.ResourceDataplexEntryType,google-beta/provider/provider_mmv1_resources.go:1076
google_dataplex_entry_type_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1077
google_dataplex_entry_type_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1078
google_dataplex_entry_type_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1079
google_dataplex_glossary,Generated,dataplex,false,dataplex.ResourceDataplexGlossary,google-beta/provider/provider_mmv1_resources.go:1080
google_dataplex_glossary_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1081
google_dataplex_glossary_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1082
google_dataplex_glossary_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1083
google_dataplex_glossary_category,Generated,dataplex,false,dataplex.ResourceDataplexGlossaryCategory,google-beta/provider/provider_mmv1_resources.go:1084
google_dataplex_glossary_term,Generated,dataplex,false,dataplex.ResourceDataplexGlossaryTerm,google-beta/provider/provider_mmv1_resources.go:1085
google_dataplex_lake_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1086
google_dataplex_lake_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1087
google_dataplex_lake_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1088
google_dataplex_task,Generated,dataplex,false,dataplex.ResourceDataplexTask,google-beta/provider/provider_mmv1_resources.go:1089
google_dataplex_task_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1090
google_dataplex_task_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1091
google_dataplex_task_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1092
google_dataplex_zone_iam_binding,Generated,dataplex,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1093
google_dataplex_zone_iam_member,Generated,dataplex,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1094
google_dataplex_zone_iam_policy,Generated,dataplex,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1095
google_dataproc_autoscaling_policy,Generated,dataproc,false,dataproc.ResourceDataprocAutoscalingPolicy,google-beta/provider/provider_mmv1_resources.go:1096
google_dataproc_autoscaling_policy_iam_binding,Generated,dataproc,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1097
google_dataproc_autoscaling_policy_iam_member,Generated,dataproc,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1098
google_dataproc_autoscaling_policy_iam_policy,Generated,dataproc,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1099
google_dataproc_batch,Generated,dataproc,false,dataproc.ResourceDataprocBatch,google-beta/provider/provider_mmv1_resources.go:1100
google_dataproc_session_template,Generated,dataproc,false,dataproc.ResourceDataprocSessionTemplate,google-beta/provider/provider_mmv1_resources.go:1101
google_dataproc_gdc_application_environment,Generated,dataprocgdc,false,dataprocgdc.ResourceDataprocGdcApplicationEnvironment,google-beta/provider/provider_mmv1_resources.go:1102
google_dataproc_gdc_service_instance,Generated,dataprocgdc,false,dataprocgdc.ResourceDataprocGdcServiceInstance,google-beta/provider/provider_mmv1_resources.go:1103
google_dataproc_gdc_spark_application,Generated,dataprocgdc,false,dataprocgdc.ResourceDataprocGdcSparkApplication,google-beta/provider/provider_mmv1_resources.go:1104
google_dataproc_metastore_database_iam_binding,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1105
google_dataproc_metastore_database_iam_member,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1106
google_dataproc_metastore_database_iam_policy,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1107
google_dataproc_metastore_federation,Generated,dataprocmetastore,false,dataprocmetastore.ResourceDataprocMetastoreFederation,google-beta/provider/provider_mmv1_resources.go:1108
google_dataproc_metastore_federation_iam_binding,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1109
google_dataproc_metastore_federation_iam_member,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1110
google_dataproc_metastore_federation_iam_policy,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1111
google_dataproc_metastore_service,Generated,dataprocmetastore,false,dataprocmetastore.ResourceDataprocMetastoreService,google-beta/provider/provider_mmv1_resources.go:1112
google_dataproc_metastore_service_iam_binding,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1113
google_dataproc_metastore_service_iam_member,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1114
google_dataproc_metastore_service_iam_policy,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1115
google_dataproc_metastore_table_iam_binding,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamBinding,google-beta/provider/provider_mmv1_resources.go:1116
google_dataproc_metastore_table_iam_member,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamMember,google-beta/provider/provider_mmv1_resources.go:1117
google_dataproc_metastore_table_iam_policy,Generated,dataprocmetastore,true,tpgiamresource.ResourceIamPolicy,google-beta/provider/provider_mmv1_resources.go:1118
google_datastream_connection_profile,Generated,datastream,false,datastream.ResourceDatastreamConnectionProfile,google-beta/provider/provider_mmv1_resources.go:1119
google_datastream_private_connection,Generated,datastream,false,datastream.ResourceDatastreamPrivateConnection,google-beta/provider/provider_mmv1_resources.go:1120
google_datastream_stream,Generated,datastream,false,datastream.ResourceDatastreamStream,google-beta/provider/provider_mmv1_resources.go:1121
google_deployment_manager_deployment,Generated,deploymentmanager,false,deploymentmanager.ResourceDeploymentManagerDeployment,google-beta/provider/provider_mmv1_resources.go:1122
google_developer_connect_account_connector,Generated,developerconnect,false,developerconnect.ResourceDeveloperConnectAccountConnector,google-beta/provider/provider_mmv1_resources.go:1123
google_developer_connect_connection,Generated,developerconnect,false,developerconnect.ResourceDeveloperConnectConnection,google-beta/provider/provider_mmv1_resources.go:1124
google_developer_connect_git_repository_link,Generated,developerconnect,false,developerconnect.ResourceDeveloperConnectGitRepositoryLink,google-beta/provider/provider_mmv1_resources.go:1125
google_developer_connect_insights_config,Generated,developerconnect,false,developerconnect.ResourceDeveloperConnectInsightsConfig,google-beta/provider/provider_mmv1_resources.go:1126
google_dialogflow_agent,Generated,dialogflow,false,dialogflow.ResourceDialogflowAgent,google-beta/provider/provider_mmv1_resources.go:1127
google_dialogflow_conversation_profile,Generated,dialogflow,false,dialogflow.ResourceDialogflowConversationProfile,google-beta/provider/provider_mmv1_resources.go:1128
google_dialogflow_encryption_spec,Generated,dialogflow,false,dialogflow.ResourceDialogflowEncryptionSpec,google-beta/provider/provider_mmv1_resources.go:1129
google_dialogflow_entity_type,Generated,dialogflow,false,dialogflow.ResourceDialogflowEntityType,google-beta/provider/provider_mmv1_resources.go:1130
google_dialogflow_fulfillment,Generated,dialogflow,false,dialogflow.ResourceDialogflowFulfillment,google-beta/provider/provider_mmv1_resources.go:1131
google_dialogflow_intent,Generated,dialogflow,false,dialogflow.ResourceDialogflowIntent,google-beta/provider/provider_mmv1_resources.go:1132
google_dialogflow_cx_agent,Generated,dialogflowcx,false,dialogflowcx.ResourceDialogflowCXAgent,google-beta/provider/provider_mmv1_resources.go:1133
google_dialogflow_cx_entity_type,Generated,dialogflowcx,false,dialogflowcx.ResourceDialogflowCXEntityType,google-beta/provider/provider_mmv1_resources.go:1134
